,image,HP,HR,Glass,EV,FV,Glared,S,L
379,C:\Users\nidhimh\Documents\Face\faces\image_0291.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
380,C:\Users\nidhimh\Documents\Face\faces\image_0292.jpg,Face is not horizontally centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,The face is too brightly lit (possibly due to flash)
381,C:\Users\nidhimh\Documents\Face\faces\image_0293.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
382,C:\Users\nidhimh\Documents\Face\faces\image_0294.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
383,C:\Users\nidhimh\Documents\Face\faces\image_0295.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
384,C:\Users\nidhimh\Documents\Face\faces\image_0296.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
385,C:\Users\nidhimh\Documents\Face\faces\image_0297.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
386,C:\Users\nidhimh\Documents\Face\faces\image_0298.jpg,Face is not horizontally centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,The face is poorly lit
387,C:\Users\nidhimh\Documents\Face\faces\image_0299.jpg,Face is neither horizontally or vertically centred,head is tilted to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is poorly lit
388,C:\Users\nidhimh\Documents\Face\faces\image_0300.jpg,Face is neither horizontally or vertically centred,head is tilted to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
389,C:\Users\nidhimh\Documents\Face\faces\image_0301.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
390,C:\Users\nidhimh\Documents\Face\faces\image_0302.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
391,C:\Users\nidhimh\Documents\Face\faces\image_0303.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
392,C:\Users\nidhimh\Documents\Face\faces\image_0304.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
393,C:\Users\nidhimh\Documents\Face\faces\image_0305.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,The face is too brightly lit (possibly due to flash)
394,C:\Users\nidhimh\Documents\Face\faces\image_0306.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,The face is too brightly lit (possibly due to flash)
395,C:\Users\nidhimh\Documents\Face\faces\image_0307.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
396,C:\Users\nidhimh\Documents\Face\faces\image_0308.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,The face is too brightly lit (possibly due to flash)
397,C:\Users\nidhimh\Documents\Face\faces\image_0309.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
398,C:\Users\nidhimh\Documents\Face\faces\image_0310.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
399,C:\Users\nidhimh\Documents\Face\faces\image_0311.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
400,C:\Users\nidhimh\Documents\Face\faces\image_0312.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
401,C:\Users\nidhimh\Documents\Face\faces\image_0313.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
402,C:\Users\nidhimh\Documents\Face\faces\image_0314.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
403,C:\Users\nidhimh\Documents\Face\faces\image_0315.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,The face is too brightly lit (possibly due to flash)
404,C:\Users\nidhimh\Documents\Face\faces\image_0316.jpg,Face is horizontally and vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,The face is too brightly lit (possibly due to flash)
405,C:\Users\nidhimh\Documents\Face\faces\image_0317.jpg,Face is neither horizontally or vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is poorly lit
406,C:\Users\nidhimh\Documents\Face\faces\image_0318.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
407,C:\Users\nidhimh\Documents\Face\faces\image_0319.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
408,C:\Users\nidhimh\Documents\Face\faces\image_0320.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
409,C:\Users\nidhimh\Documents\Face\faces\image_0321.jpg,Face is not horizontally centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
410,C:\Users\nidhimh\Documents\Face\faces\image_0322.jpg,Face is neither horizontally or vertically centred,head is foreward or backward tilted and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
411,C:\Users\nidhimh\Documents\Face\faces\image_0323.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
412,C:\Users\nidhimh\Documents\Face\faces\image_0324.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
413,C:\Users\nidhimh\Documents\Face\faces\image_0325.jpg,Face is not vertically centred,head is tilted to the side and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,The face is poorly lit
414,C:\Users\nidhimh\Documents\Face\faces\image_0326.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
415,C:\Users\nidhimh\Documents\Face\faces\image_0327.jpg,No face detected,No face detected,No face detected,No face detected,No face detected,No face detected,No face detected,No face detected
416,C:\Users\nidhimh\Documents\Face\faces\image_0328.jpg,Face is horizontally and vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
417,C:\Users\nidhimh\Documents\Face\faces\image_0329.jpg,Face is not horizontally centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
418,C:\Users\nidhimh\Documents\Face\faces\image_0330.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
419,C:\Users\nidhimh\Documents\Face\faces\image_0331.jpg,Face is not horizontally centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
420,C:\Users\nidhimh\Documents\Face\faces\image_0332.jpg,Face is not horizontally centred,head is tilted to the side and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
421,C:\Users\nidhimh\Documents\Face\faces\image_0333.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
422,C:\Users\nidhimh\Documents\Face\faces\image_0334.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
423,C:\Users\nidhimh\Documents\Face\faces\image_0335.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
424,C:\Users\nidhimh\Documents\Face\faces\image_0336.jpg,Face is horizontally and vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
425,C:\Users\nidhimh\Documents\Face\faces\image_0337.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,Image is correctly lit
426,C:\Users\nidhimh\Documents\Face\faces\image_0338.jpg,Face is not horizontally centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,Image is correctly lit
427,C:\Users\nidhimh\Documents\Face\faces\image_0339.jpg,Face is horizontally and vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
428,C:\Users\nidhimh\Documents\Face\faces\image_0340.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
429,C:\Users\nidhimh\Documents\Face\faces\image_0341.jpg,Face is not horizontally centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
430,C:\Users\nidhimh\Documents\Face\faces\image_0342.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
431,C:\Users\nidhimh\Documents\Face\faces\image_0343.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
432,C:\Users\nidhimh\Documents\Face\faces\image_0344.jpg,Face is neither horizontally or vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,Image is correctly lit
433,C:\Users\nidhimh\Documents\Face\faces\image_0345.jpg,Face is not vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
434,C:\Users\nidhimh\Documents\Face\faces\image_0346.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
435,C:\Users\nidhimh\Documents\Face\faces\image_0347.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
436,C:\Users\nidhimh\Documents\Face\faces\image_0348.jpg,Face is not horizontally centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
437,C:\Users\nidhimh\Documents\Face\faces\image_0349.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
438,C:\Users\nidhimh\Documents\Face\faces\image_0350.jpg,Face is horizontally and vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
439,C:\Users\nidhimh\Documents\Face\faces\image_0351.jpg,Face is horizontally and vertically centred,head is tilted to the side and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
440,C:\Users\nidhimh\Documents\Face\faces\image_0352.jpg,Face is horizontally and vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
441,C:\Users\nidhimh\Documents\Face\faces\image_0353.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,Image is correctly lit
442,C:\Users\nidhimh\Documents\Face\faces\image_0354.jpg,Face is horizontally and vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
443,C:\Users\nidhimh\Documents\Face\faces\image_0355.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
444,C:\Users\nidhimh\Documents\Face\faces\image_0356.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,Image is correctly lit
445,C:\Users\nidhimh\Documents\Face\faces\image_0357.jpg,Face is neither horizontally or vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
446,C:\Users\nidhimh\Documents\Face\faces\image_0358.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
447,C:\Users\nidhimh\Documents\Face\faces\image_0359.jpg,Face is neither horizontally or vertically centred,head is foreward or backward tilted and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
448,C:\Users\nidhimh\Documents\Face\faces\image_0360.jpg,Face is not vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
449,C:\Users\nidhimh\Documents\Face\faces\image_0361.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
450,C:\Users\nidhimh\Documents\Face\faces\image_0362.jpg,Face is horizontally and vertically centred,head is tilted to the side and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
451,C:\Users\nidhimh\Documents\Face\faces\image_0363.jpg,Face is not vertically centred,head is tilted to the side and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
452,C:\Users\nidhimh\Documents\Face\faces\image_0364.jpg,Face is not vertically centred,head is tilted to the side and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
453,C:\Users\nidhimh\Documents\Face\faces\image_0365.jpg,Face is horizontally and vertically centred,head is tilted to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
454,C:\Users\nidhimh\Documents\Face\faces\image_0366.jpg,Face is not vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
455,C:\Users\nidhimh\Documents\Face\faces\image_0367.jpg,Face is not vertically centred,head is tilted to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
456,C:\Users\nidhimh\Documents\Face\faces\image_0368.jpg,Face is not vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
457,C:\Users\nidhimh\Documents\Face\faces\image_0369.jpg,Face is horizontally and vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
458,C:\Users\nidhimh\Documents\Face\faces\image_0370.jpg,Face is horizontally and vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
459,C:\Users\nidhimh\Documents\Face\faces\image_0371.jpg,Face is neither horizontally or vertically centred,head is tilted to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
460,C:\Users\nidhimh\Documents\Face\faces\image_0372.jpg,Face is neither horizontally or vertically centred,head is tilted to the side and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
461,C:\Users\nidhimh\Documents\Face\faces\image_0373.jpg,Face is neither horizontally or vertically centred,head is tilted to the side and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
462,C:\Users\nidhimh\Documents\Face\faces\image_0374.jpg,Face is not horizontally centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
463,C:\Users\nidhimh\Documents\Face\faces\image_0375.jpg,Face is horizontally and vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
464,C:\Users\nidhimh\Documents\Face\faces\image_0376.jpg,Face is neither horizontally or vertically centred,head is tilted to the side and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
465,C:\Users\nidhimh\Documents\Face\faces\image_0377.jpg,Face is not vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
466,C:\Users\nidhimh\Documents\Face\faces\image_0378.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
467,C:\Users\nidhimh\Documents\Face\faces\image_0379.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
468,C:\Users\nidhimh\Documents\Face\faces\image_0380.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
469,C:\Users\nidhimh\Documents\Face\faces\image_0381.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,Image is correctly lit
470,C:\Users\nidhimh\Documents\Face\faces\image_0382.jpg,Face is not vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
471,C:\Users\nidhimh\Documents\Face\faces\image_0383.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
472,C:\Users\nidhimh\Documents\Face\faces\image_0384.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
473,C:\Users\nidhimh\Documents\Face\faces\image_0385.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
474,C:\Users\nidhimh\Documents\Face\faces\image_0386.jpg,Face is not vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
475,C:\Users\nidhimh\Documents\Face\faces\image_0387.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
476,C:\Users\nidhimh\Documents\Face\faces\image_0388.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
477,C:\Users\nidhimh\Documents\Face\faces\image_0389.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
478,C:\Users\nidhimh\Documents\Face\faces\image_0390.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
479,C:\Users\nidhimh\Documents\Face\faces\image_0391.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
480,C:\Users\nidhimh\Documents\Face\faces\image_0392.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
481,C:\Users\nidhimh\Documents\Face\faces\image_0393.jpg,Face is not vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
482,C:\Users\nidhimh\Documents\Face\faces\image_0394.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
483,C:\Users\nidhimh\Documents\Face\faces\image_0395.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,The face is too brightly lit (possibly due to flash)
484,C:\Users\nidhimh\Documents\Face\faces\image_0396.jpg,Face is neither horizontally or vertically centred,head is tilted to the side and head is foreward or backward tilted,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,Image is correctly lit
485,C:\Users\nidhimh\Documents\Face\faces\image_0397.jpg,Face is horizontally and vertically centred,head is tilted to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
486,C:\Users\nidhimh\Documents\Face\faces\image_0398.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
487,C:\Users\nidhimh\Documents\Face\faces\image_0399.jpg,Face is neither horizontally or vertically centred,head is tilted to the side and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
488,C:\Users\nidhimh\Documents\Face\faces\image_0400.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is occluded,There is no glare,There are shadows,Image is correctly lit
489,C:\Users\nidhimh\Documents\Face\faces\image_0401.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,The face is too brightly lit (possibly due to flash)
490,C:\Users\nidhimh\Documents\Face\faces\image_0402.jpg,Face is not vertically centred,face is turned to the side,Face has glasses,Eyes are not occluded,Forehead is occluded,There is no glare,There are no shadows,Image is correctly lit
491,C:\Users\nidhimh\Documents\Face\faces\image_0403.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
492,C:\Users\nidhimh\Documents\Face\faces\image_0404.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,The face is too brightly lit (possibly due to flash)
493,C:\Users\nidhimh\Documents\Face\faces\image_0405.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
494,C:\Users\nidhimh\Documents\Face\faces\image_0406.jpg,Face is not horizontally centred,head is tilted to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
495,C:\Users\nidhimh\Documents\Face\faces\image_0407.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
496,C:\Users\nidhimh\Documents\Face\faces\image_0408.jpg,Face is not horizontally centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,The image has too much light
497,C:\Users\nidhimh\Documents\Face\faces\image_0409.jpg,Face is not vertically centred,head is foreward or backward tilted and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
498,C:\Users\nidhimh\Documents\Face\faces\image_0410.jpg,Face is not horizontally centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
499,C:\Users\nidhimh\Documents\Face\faces\image_0411.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
500,C:\Users\nidhimh\Documents\Face\faces\image_0412.jpg,Face is neither horizontally or vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
501,C:\Users\nidhimh\Documents\Face\faces\image_0413.jpg,Face is neither horizontally or vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
502,C:\Users\nidhimh\Documents\Face\faces\image_0414.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
